molecule_chembl_id,smiles,standard_units,pIC50,pKi
CHEMBL5175460,CC(C)C[C@H](NC(=O)OCC1CN(C(=O)C2CC3CCC2C3)C1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],nM,6.309803919971486,
CHEMBL5175482,CC(=O)OCC1Cc2c(-c3cc(Cl)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,5.291154361951821,
CHEMBL5175491,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccn2)cc1)c1ccccc1,nM,5.7423214251308154,
CHEMBL5175509,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C)C(C)(C)C,nM,6.443697499232712,
CHEMBL5175589,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)CN(C)C)c2)CC1,nM,5.840132152907433,
CHEMBL5175665,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2[S@@+]1[O-],nM,4.640164517660112,
CHEMBL5175672,CC(C)(C)c1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,nM,6.508638306165727,
CHEMBL5175792,CC(C)C[C@H](NC(=O)OCC1CN(C(=O)OC(C)(C)C)C1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],nM,6.301029995663981,
CHEMBL5175884,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccco1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,6.6307841425898575,
CHEMBL5176036,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1c[nH]cn1)C(=O)CCl,nM,7.060480747381382,
CHEMBL5176045,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,nM,5.5718652059712115,
CHEMBL5176085,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1Cl,nM,6.096910013008056,
CHEMBL5176166,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,7.221848749616356,
CHEMBL5176190,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCCC1,nM,5.394694953858891,
CHEMBL5176204,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,nM,6.142667503568732,
CHEMBL5176329,O=C(NC1CC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,nM,4.917573699139228,
CHEMBL5176330,Cc1ccc(/C=C/C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCCNC2=O)C(C)C)cc1,nM,6.707743928643524,
CHEMBL5176411,CC(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,nM,5.0,
CHEMBL5176434,CC(=O)OCC1Cc2c(-c3cc(C=O)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,5.486782399932061,
CHEMBL5176486,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(Cl)c1,nM,6.853871964321762,
CHEMBL5176816,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,nM,6.920818753952375,
CHEMBL5177083,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,nM,8.221848749616356,
CHEMBL5177086,CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,nM,5.2839966563652006,
CHEMBL5177146,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1C(F)(F)F,nM,6.4752145506787775,
CHEMBL5177159,OCC1Cc2c(-c3ccc(F)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,5.268411234813262,
CHEMBL5177181,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCOC1=O,nM,4.206209615309181,
CHEMBL5177226,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)OC(C)(C)C)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],nM,6.070581074285707,
CHEMBL5177233,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O,nM,6.269294418792486,
CHEMBL5177264,O=Cc1ccnc(-c2cccc3c2CC(CO)c2c(-c4ccc(Br)cc4)ccc(O)c2-3)c1,nM,5.382475465113708,
CHEMBL5177302,COc1ccc(S(=O)(=O)N(CCCCNc2cccc3ccccc23)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],nM,7.522878745280337,
CHEMBL5177329,Nc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,nM,5.7527634504932355,
CHEMBL5177381,CC(C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,6.795880017344075,
CHEMBL5177564,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,nM,5.443697499232712,
CHEMBL5177598,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Cl)c(Cl)c1,nM,7.0,
CHEMBL5177648,COc1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,nM,6.522878745280337,
CHEMBL5177666,CCCCC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,nM,4.896196279044043,
CHEMBL5177686,CC(=O)OCC1Cc2c(-c3cc(C#N)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,4.988852639224203,
CHEMBL5177782,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1,nM,7.7423214251308154,
CHEMBL5178008,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1Cl,nM,5.995678626217358,
CHEMBL5178131,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCCC2)cc1)c1ccccc1,nM,6.292429823902063,
CHEMBL5178149,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(Cl)cc1,nM,6.823908740944319,
CHEMBL5178276,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,nM,7.318758762624412,
CHEMBL5178465,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1,nM,6.543633966870957,
CHEMBL5178556,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,7.886056647693163,
CHEMBL5178568,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)s1,nM,7.078313524516398,
CHEMBL5178643,CC(C)C[C@H](NC(=O)OC1CCC2(C1)CN(C(=O)OC(C)(C)C)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,nM,5.903089986991944,
CHEMBL5178763,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,7.221848749616356,
CHEMBL5178875,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,7.958607314841775,
CHEMBL5178940,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)c([N+](=O)[O-])c1,nM,5.853871964321762,
CHEMBL5179021,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCC(O)C3)s2)c1,nM,6.769551078621726,
CHEMBL5179067,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CCCCC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NC2CC2)c1=O,nM,5.781639578229465,
CHEMBL5179259,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C)cc12,nM,7.193141970481182,
CHEMBL5179310,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCCC1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,5.851089006890644,
CHEMBL5179427,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCc2ccccc2)c2cccnc2)cc1,nM,4.878112014896319,
CHEMBL5179454,O=c1c2ccccc2sn1Cc1ccco1,nM,6.788701432716952,
CHEMBL5179506,CC(=O)OCC1Cc2c(-c3cc(N4CCCC4)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,4.949620243738543,
CHEMBL5179577,O=C(NCCCc1ccccc1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,nM,5.978810700930062,
CHEMBL5179593,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1,nM,5.235077015350112,
CHEMBL5179611,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,nM,8.318758762624412,
CHEMBL5179631,CC(C)C[C@H](NC(=O)OC1CC2(CCN(C(=O)OC(C)(C)C)C2)C1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],nM,6.1249387366083,
CHEMBL5179663,CCCCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,nM,6.431798275933005,
CHEMBL5179681,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(C(=O)NCC3CCO3)s2)c1,nM,6.086186147616283,
CHEMBL5179702,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,nM,8.154901959985743,
CHEMBL5179730,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccc(-c2ccccc2)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,6.530177984021837,
CHEMBL5179778,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,nM,7.522878745280337,
CHEMBL5179857,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,nM,4.826813731587726,
CHEMBL5179883,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccnc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,6.1938200260161125,
CHEMBL5179950,O=C(CSc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1)N1CCOC1=O,nM,4.530177984021837,
CHEMBL5180049,NC(=S)N/N=C/c1ccc(-c2cnc3ccccc3c2)o1,nM,4.987162775294828,
CHEMBL5180056,C[C@@H](NC(=O)c1ccccc1Cl)c1cccc2ccccc12,nM,4.823908740944319,
CHEMBL5180071,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)C(C)C)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],nM,6.187086643357144,
CHEMBL5180205,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc([N+](=O)[O-])c1,nM,6.287350298372789,
CHEMBL5180299,Cc1ccc(NC2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,nM,6.154901959985743,
CHEMBL5180417,CC(C)C[C@H](NC(=O)OC1CC2(CCN(C(=O)OC(C)(C)C)CC2)C1)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,nM,6.443697499232712,
CHEMBL5180494,O=C(NCc1ccco1)[C@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,nM,8.525783735923746,
CHEMBL5180502,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CBr)CCN1c1ccc(Cl)c(Cl)c1,nM,6.508638306165727,
CHEMBL5180524,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,nM,7.7447274948966935,
CHEMBL5180554,CSCC[C@H](C=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(C)=O,nM,6.013228265733755,
CHEMBL5180567,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)N3CCN(C)CC3)c2)CC1,nM,6.154901959985743,
CHEMBL5180645,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2cccc([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,nM,5.44502654166676,
CHEMBL5180730,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,nM,5.485452247339714,
CHEMBL5180746,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],nM,6.465973893943865,
CHEMBL5180774,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@@H](F)Cl,nM,7.275724130399211,
CHEMBL5180793,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,nM,7.3979400086720375,
CHEMBL5180821,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,nM,5.621602099051862,
CHEMBL5180925,NC(=S)N/N=C/c1ccc(-c2ccc(F)nc2)o1,nM,5.057495893831919,
CHEMBL5180964,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,5.410664874215857,
CHEMBL5181062,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(NCc2ccccc2)c1,nM,4.244887733604929,
CHEMBL5181133,CC(=O)OCC1Cc2c(-c3ccc(NCc4ccccc4)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,5.341988603342887,
CHEMBL5181137,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1,nM,6.755722879198157,
CHEMBL5181310,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2F)o1,nM,5.089375595110798,
CHEMBL5181347,CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)ccc(OC)c3n2)cc1,nM,5.85078088734462,
CHEMBL5181886,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,nM,9.229147988357855,
CHEMBL5181942,NC(=O)c1ccc(-c2ccc(/C=N/NC(N)=S)o2)cc1,nM,5.3979400086720375,
CHEMBL5182008,O=C(Cn1sc2cccc(C(F)(F)F)c2c1=O)Nc1ccccc1,nM,6.649364391741045,
CHEMBL5182106,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl,nM,8.397940008672037,
CHEMBL5182169,CC(=O)OCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1cccc(Cl)c1,nM,5.823908740944319,
CHEMBL5182182,CC(C)C[C@H](NC(=O)OC1CC2(CCN(C(=O)Cc3ccccc3)CC2)C1)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,nM,6.455931955649724,
CHEMBL5182229,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,6.701146923590294,
CHEMBL5182294,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CF,nM,5.920818753952375,
CHEMBL5182315,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2ccccc12,nM,6.173925197299173,
CHEMBL5182370,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccco2)cc1)c1ccccc1,nM,5.5951662833800615,
CHEMBL5182468,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,nM,6.638272163982407,
CHEMBL5182608,CC(C)(C)NC(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)C,nM,7.585026652029182,
CHEMBL5182755,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,5.8458804744841535,
CHEMBL5182801,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,nM,4.437707135543525,
CHEMBL5182830,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,5.4639468448407955,
CHEMBL5182841,O=C(Cn1sc2ccc(F)cc2c1=O)Nc1ccccc1,nM,6.542572307053516,
CHEMBL5182901,Cc1ccc(NC(=O)C2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,nM,6.096910013008056,
CHEMBL5182995,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)C2(C)C,nM,8.096910013008056,
CHEMBL5183017,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,6.55129368009492,
CHEMBL5183136,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COCc3ccccc3)[C@H]2S1(=O)=O,nM,5.638272163982407,
CHEMBL5183165,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C,nM,7.721246399047171,
CHEMBL5183334,CC(C)(C)OC(=O)Cn1sc2cc(F)ccc2c1=O,nM,6.657182685364267,
CHEMBL5183479,C#CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,nM,5.522878745280337,
CHEMBL5183676,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@H](O)C3)s2)c1,nM,6.154901959985743,
CHEMBL5183725,Cc1ccccc1[C@@H](C)N(C)Cc1cc(O)ccc1Cl,nM,5.175874166083451,
CHEMBL5183731,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,nM,7.229147988357855,
CHEMBL5183770,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,7.823908740944319,
CHEMBL5183847,Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,nM,8.04560069030722,
CHEMBL5183857,CC(=O)OCC1Cc2c(-c3ccc(C)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,nM,5.279840696594043,
CHEMBL5183892,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CCOC3)s2)c1,nM,6.481486060122113,
CHEMBL5184016,CC1(C)[C@H](C(=O)OCOc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,nM,5.180456064458132,
CHEMBL5184035,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](Br)[C@H]2S1(=O)=O,nM,4.995678626217358,
CHEMBL5184053,CC1=C(C#N)C(=O)N(CCCO)C(=O)/C1=N\Nc1ccc(Br)cc1C(=O)O,nM,4.719194071606333,
CHEMBL5184210,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl,nM,7.769551078621726,
CHEMBL5184261,CC(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,nM,7.657577319177793,
CHEMBL5184334,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,nM,6.204815410317576,
CHEMBL5184362,O=C(Sc1ncccn1)c1ccc2ccccc2n1,nM,7.686132779630847,
CHEMBL5184431,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,nM,7.0,
CHEMBL5184551,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,nM,7.0,
CHEMBL5184585,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,nM,5.130768280269024,
CHEMBL5184650,COc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,nM,6.236572006437063,
CHEMBL5184680,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3cccc4ccccc34)[C@H]2S1(=O)=O,nM,4.375717904164332,
CHEMBL5184754,O=C1NCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,nM,4.52432881167557,
CHEMBL5184792,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CCl,nM,8.096910013008056,
CHEMBL5184946,O=C[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,nM,7.275724130399211,
CHEMBL5185064,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c(Cl)c1,nM,7.251811972993799,
CHEMBL5185094,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)[C@H]1O,nM,4.885389015767827,
CHEMBL5185152,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,nM,6.764471553092451,
CHEMBL5185160,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,nM,7.886056647693163,
CHEMBL5185197,COc1ccc(S(=O)(=O)N(CCCCOC(C)=O)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],nM,7.096910013008056,
CHEMBL5185303,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)C(C)C)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,nM,5.939302159646388,
CHEMBL5185454,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@@H](O)C3)s2)c1,nM,6.1938200260161125,
CHEMBL5185504,CC(=O)OCC1Cc2c(-c3ccccn3)cc(C)cc2-c2c(O)ccc(C)c21,nM,4.239050048589102,
CHEMBL5185670,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,nM,7.795880017344075,
CHEMBL5185732,Cn1cnc(Cn2c(=O)nc(NC3=CC4CCOC4C=C3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,nM,7.823908740944319,
CHEMBL5185801,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3ccccc3s1)C2(C)C,nM,7.568636235841013,
CHEMBL5185979,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)[C@@H](O)[C@H]1O,nM,6.31695296176115,
CHEMBL5186059,Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1,nM,8.397940008672037,
CHEMBL5186313,NC(=S)N/N=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,nM,4.756218083906205,
CHEMBL5186326,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],nM,5.301029995663981,
CHEMBL5186338,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,nM,7.863279432843593,
CHEMBL5186395,COc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,nM,6.815024809301739,
CHEMBL5186431,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,nM,6.180456064458132,
CHEMBL5186446,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,nM,5.689519108537325,
CHEMBL5186504,CC(=O)OCC1Cc2c(-c3cc(C)ccn3)cccc2-c2c(O)ccc(C)c21,nM,4.1664704182413566,
CHEMBL5186585,CC(C)(C)c1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,nM,4.530177984021837,
CHEMBL5186663,CC(C)(O)C1Cc2cc(/C=C3\OC(=O)C(c4cc5c(cc4O)OC(C)(C)C(O)C5)=C3O)ccc2O1,nM,5.026872146400302,
CHEMBL5186708,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1,nM,6.410050398674292,
